InjuryID,Season,Week,PlayerID,Position,Number,Team,Opponent,BodyPart,Status,Practice,PracticeDescription,Updated
29532,2014,3,15771,G,68,NO,MIN,Back,Questionable,,,11/5/2014 10:01:20 AM
29533,2014,3,13341,WR,13,NO,MIN,Knee,Probable,,,11/5/2014 10:01:20 AM
29494,2014,3,15983,OLB,58,NO,MIN,Elbow,Probable,Limited,Limited Participation in Practice,11/5/2014 10:01:20 AM
29534,2014,3,13137,OT,73,NYG,HOU,Back,Questionable,,,11/5/2014 10:01:20 AM
29535,2014,3,11482,OT,71,NYG,HOU,Shoulder,Questionable,,,11/5/2014 10:01:20 AM
29536,2014,3,9814,P,5,NYG,HOU,Left ankle,Questionable,,,11/5/2014 10:01:20 AM
29297,2014,3,7174,ILB,52,NYG,HOU,Foot; toe,Out,Out,Out (Definitely Will Not Play),11/5/2014 10:01:20 AM
29298,2014,3,16389,WR,13,NYG,HOU,Hamstring,Out,Out,Out (Definitely Will Not Play),11/5/2014 10:01:20 AM
29301,2014,3,16397,OLB,59,NYG,HOU,Hamstring,Out,Out,Out (Definitely Will Not Play),11/5/2014 10:01:20 AM
29302,2014,3,14235,DT,78,NYG,HOU,Ankle,Probable,Full,Full Participation in Practice,11/5/2014 10:01:20 AM
29305,2014,3,14233,CB,28,NYG,HOU,Suspension,Out,,,11/5/2014 10:01:20 AM
29306,2014,3,14647,FS,32,NYJ,CHI,Quadriceps,Probable,Full,Full Participation in Practice,11/5/2014 10:01:20 AM
29309,2014,3,11182,WR,87,NYJ,CHI,Hamstring,Questionable,None,Did Not Participate In Practice,11/5/2014 10:01:20 AM
29310,2014,3,13491,LB,55,NYJ,CHI,Hamstring,Probable,Limited,Limited Participation in Practice,11/5/2014 10:01:20 AM
29312,2014,3,14893,CB,27,NYJ,CHI,Ankle; quadriceps,Doubtful,None,Did Not Participate In Practice,11/5/2014 10:01:20 AM
29552,2014,3,6854,G,66,NYJ,CHI,Calf,Probable,,,11/5/2014 10:01:20 AM
29553,2014,3,2074,C,74,NYJ,CHI,Shoulder,Probable,,,11/5/2014 10:01:20 AM
29495,2014,3,12787,ILB,54,NYJ,CHI,Hip,Probable,Limited,Limited Participation in Practice,11/5/2014 10:01:20 AM
29496,2014,3,13808,OLB,98,NYJ,CHI,Elbow,Probable,Full,Full Participation in Practice,11/5/2014 10:01:20 AM
29486,2014,3,6828,RB,21,NYJ,CHI,Ankle,Probable,Limited,Limited Participation in Practice,11/5/2014 10:01:20 AM
29568,2014,3,1590,SS,33,OAK,NE,Foot,,,,11/5/2014 10:01:20 AM
29537,2014,3,5885,OT,73,OAK,NE,Knee,Questionable,,,11/5/2014 10:01:20 AM
29538,2014,3,8595,DT,94,OAK,NE,Back,Questionable,,,11/5/2014 10:01:20 AM
29463,2014,3,15070,OLB,55,OAK,NE,Ankle,Out,Out,Out (Definitely Will Not Play),11/5/2014 10:01:20 AM
29464,2014,3,206,CB,27,OAK,NE,Knee,Questionable,Limited,Limited Participation in Practice,11/5/2014 10:01:20 AM
29465,2014,3,14111,WR,80,OAK,NE,Broken foot,Questionable,None,Did Not Participate In Practice,11/5/2014 10:01:20 AM
29466,2014,3,2307,DE,91,OAK,NE,Illness,Probable,Limited,Limited Participation in Practice,11/5/2014 10:01:20 AM
29314,2014,3,13053,CB,35,OAK,NE,Knee,Questionable,Limited,Limited Participation in Practice,11/5/2014 10:01:20 AM
29315,2014,3,7308,RB,21,OAK,NE,Hand,Questionable,Limited,Limited Participation in Practice,11/5/2014 10:01:20 AM
29318,2014,3,4603,ILB,53,OAK,NE,Concussion,Questionable,Limited,Limited Participation in Practice,11/5/2014 10:01:20 AM
29322,2014,3,7236,WR,16,PHI,WAS,Groin,Probable,Full,Full Participation in Practice,11/5/2014 10:01:20 AM
29323,2014,3,15981,CB,37,PHI,WAS,Hamstring,Probable,Full,Full Participation in Practice,11/5/2014 10:01:20 AM
29467,2014,3,13721,DE,91,PHI,WAS,Back,Probable,Limited,Limited Participation in Practice,11/5/2014 10:01:20 AM
29468,2014,3,14856,TE,86,PHI,WAS,Knee,Probable,Full,Full Participation in Practice,11/5/2014 10:01:20 AM
29469,2014,3,9196,FS,27,PHI,WAS,Shoulder,Probable,Full,Full Participation in Practice,11/5/2014 10:01:20 AM
29470,2014,3,10195,CB,26,PHI,WAS,Hamstring,Probable,Limited,Limited Participation in Practice,11/5/2014 10:01:20 AM
29471,2014,3,14861,SS,28,PHI,WAS,Knee,Questionable,Limited,Limited Participation in Practice,11/5/2014 10:01:20 AM
29539,2014,3,3158,OT,79,PHI,WAS,Hamstring,Probable,,,11/5/2014 10:01:20 AM
29540,2014,3,14852,G,64,PHI,WAS,Ankle,Questionable,,,11/5/2014 10:01:20 AM
29555,2014,3,13731,ILB,95,PHI,WAS,Calf,Out,,,11/5/2014 10:01:20 AM
29500,2014,3,10953,CB,23,PHI,WAS,Elbow,Probable,Full,Full Participation in Practice,11/5/2014 10:01:20 AM
29572,2014,3,16157,ILB,50,PIT,CAR,Knee,,,,11/5/2014 10:01:20 AM
29573,2014,3,4901,CB,24,PIT,CAR,Forearm,,,,11/5/2014 10:01:20 AM
29541,2014,3,8504,G,73,PIT,CAR,Ankle,Questionable,,,11/5/2014 10:01:20 AM
29324,2014,3,16144,RB,13,PIT,CAR,Ankle,Doubtful,Limited,Limited Participation in Practice,11/5/2014 10:01:20 AM
29327,2014,3,16146,WR,10,PIT,CAR,Shoulder,Probable,Full,Full Participation in Practice,11/5/2014 10:01:20 AM
29328,2014,3,196,DE,99,PIT,CAR,Not injury related,Probable,Full,Full Participation in Practice,11/5/2014 10:01:20 AM
29329,2014,3,11767,NT,90,PIT,CAR,Shoulder,Probable,Full,Full Participation in Practice,11/5/2014 10:01:20 AM
29330,2014,3,7635,TE,83,PIT,CAR,Not injury related,Probable,Full,Full Participation in Practice,11/5/2014 10:01:20 AM
29331,2014,3,6768,WR,16,PIT,CAR,Groin,Probable,Full,Full Participation in Practice,11/5/2014 10:01:20 AM
29332,2014,3,6344,SS,43,PIT,CAR,Not injury related,Probable,Full,Full Participation in Practice,11/5/2014 10:01:20 AM
29339,2014,3,15306,SS,37,SD,BUF,Hamstring,Questionable,Limited,Limited Participation in Practice,11/5/2014 10:01:20 AM
29340,2014,3,15076,WR,13,SD,BUF,Groin,Questionable,Limited,Limited Participation in Practice,11/5/2014 10:01:20 AM
29341,2014,3,4939,CB,26,SD,BUF,Groin,Probable,Full,Full Participation in Practice,11/5/2014 10:01:20 AM
29343,2014,3,7884,TE,85,SD,BUF,Hamstring,Probable,Limited,Limited Participation in Practice,11/5/2014 10:01:20 AM
29346,2014,3,13091,DE,94,SD,BUF,Ankle,Probable,Full,Full Participation in Practice,11/5/2014 10:01:20 AM
29347,2014,3,11256,RB,24,SD,BUF,Knee,Out,Out,Out (Definitely Will Not Play),11/5/2014 10:01:20 AM
29542,2014,3,9708,G,74,SD,BUF,Back,Probable,,,11/5/2014 10:01:20 AM
29543,2014,3,15674,G,63,SD,BUF,Back,Probable,,,11/5/2014 10:01:20 AM
29498,2014,3,14583,OLB,51,SEA,DEN,Rib,Questionable,None,Did Not Participate In Practice,11/5/2014 10:01:20 AM
29474,2014,3,11598,SS,31,SEA,DEN,Ankle,Probable,Full,Full Participation in Practice,11/5/2014 10:01:20 AM
29475,2014,3,12386,RB,24,SEA,DEN,Back,Probable,Full,Full Participation in Practice,11/5/2014 10:01:20 AM
29476,2014,3,4484,TE,86,SEA,DEN,Ankle,Probable,None,Did Not Participate In Practice,11/5/2014 10:01:20 AM
29348,2014,3,15630,TE,84,SEA,DEN,Knee,Probable,Full,Full Participation in Practice,11/5/2014 10:01:20 AM
29349,2014,3,15256,RB,33,SEA,DEN,Hamstring,Probable,Limited,Limited Participation in Practice,11/5/2014 10:01:20 AM
29350,2014,3,16690,OLB,58,SEA,DEN,Hamstring,Probable,Full,Full Participation in Practice,11/5/2014 10:01:20 AM
29351,2014,3,15259,CB,27,SEA,DEN,Knee,Out,Out,Out (Definitely Will Not Play),11/5/2014 10:01:20 AM
29352,2014,3,16691,FS,39,SEA,DEN,Undisclosed,Doubtful,,,11/5/2014 10:01:20 AM
29353,2014,3,5084,TE,85,SF,ARI,Ankle; knee,Questionable,None,Did Not Participate In Practice,11/5/2014 10:01:20 AM
29354,2014,3,11579,CB,26,SF,ARI,Toe,Questionable,None,Did Not Participate In Practice,11/5/2014 10:01:20 AM
29358,2014,3,7534,DT,94,SF,ARI,Not injury related,Probable,Full,Full Participation in Practice,11/5/2014 10:01:20 AM
29359,2014,3,15237,RB,38,SF,ARI,Knee,,,,11/5/2014 10:01:20 AM
29360,2014,3,16673,FB,33,SF,ARI,Knee,Out,,,11/5/2014 10:01:20 AM
29361,2014,3,16675,CB,27,SF,ARI,Knee,Out,,,11/5/2014 10:01:20 AM
29477,2014,3,16668,RB,28,SF,ARI,Calf,Probable,Full,Full Participation in Practice,11/5/2014 10:01:20 AM
29478,2014,3,15239,TE,89,SF,ARI,Knee,Questionable,None,Did Not Participate In Practice,11/5/2014 10:01:20 AM
29577,2014,3,4060,DT,91,SF,ARI,Finger,,,,11/5/2014 10:01:20 AM
29544,2014,3,11582,OT,76,SF,ARI,Hamstring,Questionable,,,11/5/2014 10:01:20 AM
29545,2014,3,13443,QB,7,SF,ARI,Back,Probable,,,11/5/2014 10:01:20 AM
29546,2014,3,1958,OT,74,SF,ARI,Knee,Probable,,,11/5/2014 10:01:20 AM
29547,2014,3,11545,OT,76,STL,DAL,Illness,Probable,,,11/5/2014 10:01:20 AM
29548,2014,3,1507,C,63,STL,DAL,Not injury related,Probable,,,11/5/2014 10:01:20 AM
29479,2014,3,14764,TE,46,STL,DAL,Knee,Questionable,None,Did Not Participate In Practice,11/5/2014 10:01:20 AM
29480,2014,3,15219,CB,32,STL,DAL,Foot,Out,Out,Out (Definitely Will Not Play),11/5/2014 10:01:20 AM
29362,2014,3,15215,WR,11,STL,DAL,Knee,Questionable,None,Did Not Participate In Practice,11/5/2014 10:01:20 AM
29363,2014,3,11992,QB,14,STL,DAL,Thigh,Questionable,Limited,Limited Participation in Practice,11/5/2014 10:01:20 AM
29364,2014,3,14414,CB,22,STL,DAL,Knee,Out,Out,Out (Definitely Will Not Play),11/5/2014 10:01:20 AM
29367,2014,3,13358,ILB,59,TB,ATL,Shoulder,Out,Out,Out (Definitely Will Not Play),11/5/2014 10:01:20 AM
29368,2014,3,13351,DE,91,TB,ATL,Abdomen,Probable,Full,Full Participation in Practice,11/5/2014 10:01:20 AM
29369,2014,3,9223,OT,69,TB,ATL,Hamstring,Probable,,,11/5/2014 10:01:20 AM
29370,2014,3,15200,DE,92,TB,ATL,Shoulder,Probable,Limited,Limited Participation in Practice,11/5/2014 10:01:20 AM
29371,2014,3,8435,DE,90,TB,ATL,Ankle,Questionable,Limited,Limited Participation in Practice,11/5/2014 10:01:20 AM
29372,2014,3,7437,G,70,TB,ATL,Knee,Probable,,,11/5/2014 10:01:20 AM
29373,2014,3,14385,RB,22,TB,ATL,Knee,Questionable,Limited,Limited Participation in Practice,11/5/2014 10:01:20 AM
29374,2014,3,11514,DT,93,TB,ATL,Hand,Questionable,None,Did Not Participate In Practice,11/5/2014 10:01:20 AM
29375,2014,3,15302,S,30,TB,ATL,Knee,Probable,Full,Full Participation in Practice,11/5/2014 10:01:20 AM
29376,2014,3,16608,TE,87,TB,ATL,Ankle,Out,Out,Out (Definitely Will Not Play),11/5/2014 10:01:20 AM
29499,2014,3,5282,QB,12,TB,ATL,Thumb,,,,11/5/2014 10:01:20 AM
29409,2014,3,9042,C,62,TB,ATL,Back,Probable,,,11/5/2014 10:01:20 AM
29481,2014,3,5334,ILB,59,TEN,CIN,Ankle,Probable,Limited,Limited Participation in Practice,11/5/2014 10:01:20 AM
29578,2014,3,12925,QB,10,TEN,CIN,Wrist,Questionable,,,11/5/2014 10:01:20 AM
29579,2014,3,7175,TE,82,TEN,CIN,Shoulder,Questionable,,,11/5/2014 10:01:20 AM
29381,2014,3,11220,RB,22,TEN,CIN,Foot,Probable,Full,Full Participation in Practice,11/5/2014 10:01:20 AM
29382,2014,3,8550,CB,30,TEN,CIN,Groin,Questionable,Limited,Limited Participation in Practice,11/5/2014 10:01:20 AM
29383,2014,3,12137,QB,12,TEN,CIN,Right finger,Probable,Full,Full Participation in Practice,11/5/2014 10:01:20 AM
29385,2014,3,14257,QB,10,WAS,PHI,Ankle,Out,Out,Out (Definitely Will Not Play),11/5/2014 10:01:20 AM
29386,2014,3,14740,K,2,WAS,PHI,Right groin,Questionable,Limited,Limited Participation in Practice,11/5/2014 10:01:20 AM
29387,2014,3,3712,DE,64,WAS,PHI,Groin,Doubtful,None,Did Not Participate In Practice,11/5/2014 10:01:20 AM
29390,2014,3,3943,WR,11,WAS,PHI,Shoulder,Questionable,None,Did Not Participate In Practice,11/5/2014 10:01:20 AM
29391,2014,3,2715,ILB,54,WAS,PHI,Knee,Out,Out,Out (Definitely Will Not Play),11/5/2014 10:01:20 AM
29392,2014,3,8950,OLB,98,WAS,PHI,Ankle,Questionable,Full,Full Participation in Practice,11/5/2014 10:01:20 AM
29394,2014,3,7634,CB,22,WAS,PHI,Hamstring,Out,Out,Out (Definitely Will Not Play),11/5/2014 10:01:20 AM
29395,2014,3,15100,TE,86,WAS,PHI,Hamstring,Out,Out,Out (Definitely Will Not Play),11/5/2014 10:01:20 AM
29398,2014,3,5841,DB,36,WAS,PHI,Suspension,Out,,,11/5/2014 10:01:20 AM
29482,2014,3,11969,FB,36,WAS,PHI,Neck,Probable,Full,Full Participation in Practice,11/5/2014 10:01:20 AM
29549,2014,3,7035,FS,25,WAS,PHI,Foot,Probable,,,11/5/2014 10:01:20 AM
29550,2014,3,11046,G,77,WAS,PHI,Knee,Probable,,,11/5/2014 10:01:20 AM
29551,2014,3,11957,G,78,WAS,PHI,Groin,Questionable,,,11/5/2014 10:01:20 AM
29501,2014,3,13163,RB,29,WAS,PHI,Quadriceps,Probable,Full,Full Participation in Practice,11/5/2014 10:01:20 AM
31059,2014,4,9783,FS,26,ARI,,Thumb,Questionable,,,11/5/2014 10:01:20 AM
29580,2014,4,16642,SS,36,ARI,,Foot,Questionable,,,11/5/2014 10:01:20 AM
29581,2014,4,11692,CB,31,ARI,,Knee,,,,11/5/2014 10:01:20 AM
29584,2014,4,13406,TE,84,ARI,,Hip,Out,,,11/5/2014 10:01:20 AM
29586,2014,4,15228,OLB,57,ARI,,Thigh,Out,,,11/5/2014 10:01:20 AM
29587,2014,4,2428,QB,3,ARI,,Right shoulder,Out,,,11/5/2014 10:01:20 AM
29590,2014,4,12262,RB,20,ARI,,,Out,,,11/5/2014 10:01:20 AM
29591,2014,4,11570,ILB,58,ARI,,Suspension,Out,,,11/5/2014 10:01:20 AM
29592,2014,4,6211,WR,83,ATL,MIN,Foot,Questionable,Limited,Limited Participation in Practice,11/5/2014 10:01:20 AM
29595,2014,4,204,WR,84,ATL,MIN,Hamstring,Probable,Full,Full Participation in Practice,11/5/2014 10:01:20 AM
29924,2014,4,7082,WR,17,ATL,MIN,Ankle,Probable,Full,Full Participation in Practice,11/5/2014 10:01:20 AM
29925,2014,4,16538,OLB,53,ATL,MIN,Calf,Probable,Full,Full Participation in Practice,11/5/2014 10:01:20 AM
29926,2014,4,11439,RB,35,ATL,MIN,Hamstring,Probable,Full,Full Participation in Practice,11/5/2014 10:01:20 AM
31043,2014,4,9118,SS,25,ATL,MIN,Shoulder,,,,11/5/2014 10:01:20 AM
29927,2014,4,8872,DE,99,BAL,CAR,Knee,Questionable,None,Did Not Participate In Practice,11/5/2014 10:01:20 AM
29928,2014,4,12829,CB,22,BAL,CAR,Knee; ankle,Probable,None,Did Not Participate In Practice,11/5/2014 10:01:20 AM
29929,2014,4,7383,OLB,55,BAL,CAR,Thigh,Probable,Full,Full Participation in Practice,11/5/2014 10:01:20 AM
30025,2014,4,1810,TE,81,BAL,CAR,Not injury related,Probable,Full,Full Participation in Practice,11/5/2014 10:01:20 AM
30026,2014,4,4358,WR,89,BAL,CAR,Not injury related,Probable,Full,Full Participation in Practice,11/5/2014 10:01:20 AM
29599,2014,4,16088,DT,97,BAL,CAR,Knee,Out,Out,Out (Definitely Will Not Play),11/5/2014 10:01:20 AM
29601,2014,4,14687,RB,30,BAL,CAR,Thigh,Probable,Full,Full Participation in Practice,11/5/2014 10:01:20 AM
29603,2014,4,14232,FS,31,BAL,CAR,Suspension,Out,,,11/5/2014 10:01:20 AM
29604,2014,4,13486,WR,81,BUF,HOU,Knee,Out,Out,Out (Definitely Will Not Play),11/5/2014 10:01:20 AM
29606,2014,4,15997,LB,58,BUF,HOU,Knee,Out,Out,Out (Definitely Will Not Play),11/5/2014 10:01:20 AM
29607,2014,4,3753,OLB,56,BUF,HOU,Groin,Doubtful,Limited,Limited Participation in Practice,11/5/2014 10:01:20 AM
29613,2014,4,14864,OLB,50,BUF,HOU,Knee,Out,,,11/5/2014 10:01:20 AM
29916,2014,4,14868,QB,3,BUF,HOU,Abdomen,Probable,Full,Full Participation in Practice,11/5/2014 10:01:20 AM
29930,2014,4,14865,WR,88,BUF,HOU,Concussion,Out,Out,Out (Definitely Will Not Play),11/5/2014 10:01:20 AM
29931,2014,4,12741,FS,25,BUF,HOU,Ankle,Probable,Limited,Limited Participation in Practice,11/5/2014 10:01:20 AM
29932,2014,4,16003,WR,14,BUF,HOU,Ribs,Probable,Full,Full Participation in Practice,11/5/2014 10:01:20 AM
29933,2014,4,14871,WR,10,BUF,HOU,Ankle,Probable,Full,Full Participation in Practice,11/5/2014 10:01:20 AM
31044,2014,4,13756,OLB,53,BUF,HOU,Knee,,,,11/5/2014 10:01:20 AM
31045,2014,4,2550,DT,95,BUF,HOU,Knee,,,,11/5/2014 10:01:20 AM
30023,2014,4,10949,RB,28,BUF,HOU,Chest,Probable,Full,Full Participation in Practice,11/5/2014 10:01:20 AM
30043,2014,4,13757,CB,33,BUF,HOU,Illness,Probable,None,Did Not Participate In Practice,11/5/2014 10:01:20 AM
30045,2014,4,9174,G,65,CAR,BAL,Back,Doubtful,,,11/5/2014 10:01:20 AM
29934,2014,4,4895,OLB,58,CAR,BAL,Hip,Questionable,Limited,Limited Participation in Practice,11/5/2014 10:01:20 AM
29935,2014,4,5939,FS,30,CAR,BAL,Ankle,Probable,Full,Full Participation in Practice,11/5/2014 10:01:20 AM
29936,2014,4,734,SS,41,CAR,BAL,Knee,Probable,Full,Full Participation in Practice,11/5/2014 10:01:20 AM
29619,2014,4,4104,WR,82,CAR,BAL,Thigh,Probable,Full,Full Participation in Practice,11/5/2014 10:01:20 AM
29623,2014,4,5451,RB,28,CAR,BAL,Knee,Questionable,Limited,Limited Participation in Practice,11/5/2014 10:01:20 AM
29625,2014,4,15616,RB,43,CAR,BAL,Thigh,Doubtful,None,Did Not Participate In Practice,11/5/2014 10:01:20 AM
29626,2014,4,7580,RB,34,CAR,BAL,Ankle,Probable,Full,Full Participation in Practice,11/5/2014 10:01:20 AM
29630,2014,4,13188,FS,47,CHI,GB,Shoulder,Questionable,Limited,Limited Participation in Practice,11/5/2014 10:01:20 AM
29634,2014,4,14189,OLB,50,CHI,GB,Hand,Out,Out,Out (Definitely Will Not Play),11/5/2014 10:01:20 AM
29635,2014,4,11107,CB,27,CHI,GB,Quadriceps,Out,Out,Out (Definitely Will Not Play),11/5/2014 10:01:20 AM
29637,2014,4,8515,SS,21,CHI,GB,Shoulder,Probable,Full,Full Participation in Practice,11/5/2014 10:01:20 AM
29937,2014,4,622,DE,69,CHI,GB,Illness,Questionable,None,Did Not Participate In Practice,11/5/2014 10:01:20 AM
29938,2014,4,11667,WR,15,CHI,GB,Ankle,Questionable,None,Did Not Participate In Practice,11/5/2014 10:01:20 AM
30046,2014,4,1171,DE,76,CHI,GB,Foot,Probable,,,11/5/2014 10:01:20 AM
31046,2014,4,16362,SS,36,CHI,GB,Hamstring,,,,11/5/2014 10:01:20 AM
29639,2014,4,13860,OLB,55,CIN,,Concussion,Out,,,11/5/2014 10:01:20 AM
29640,2014,4,14917,RB,33,CIN,,Knee,Doubtful,,,11/5/2014 10:01:20 AM
29642,2014,4,14922,DE,99,CIN,,Shoulder,,,,11/5/2014 10:01:20 AM
29643,2014,4,13870,WR,82,CIN,,Foot,Out,,,11/5/2014 10:01:20 AM
29644,2014,4,14750,LB,59,CIN,,Head,,,,11/5/2014 10:01:20 AM
29646,2014,4,14924,OLB,56,CIN,,Hamstring,Out,,,11/5/2014 10:01:20 AM
29647,2014,4,14709,NT,98,CIN,,Knee,Out,,,11/5/2014 10:01:20 AM
29651,2014,4,16116,QB,5,CIN,,Shoulder,,,,11/5/2014 10:01:20 AM
29660,2014,4,13557,RB,44,CLE,,Knee,Out,,,11/5/2014 10:01:20 AM
29661,2014,4,14587,WR,12,CLE,,Suspension,Out,,,11/5/2014 10:01:20 AM
29662,2014,4,10961,WR,15,CLE,,Suspension,Out,,,11/5/2014 10:01:20 AM
29665,2014,4,16359,DT,60,DAL,NO,Knee,Questionable,Limited,Limited Participation in Practice,11/5/2014 10:01:20 AM
29666,2014,4,4992,OLB,52,DAL,NO,Groin,Probable,Full,Full Participation in Practice,11/5/2014 10:01:20 AM
29669,2014,4,12253,ILB,55,DAL,NO,Groin,Questionable,Limited,Limited Participation in Practice,11/5/2014 10:01:20 AM
29673,2014,4,4080,DE,93,DAL,NO,Knee,Questionable,None,Did Not Participate In Practice,11/5/2014 10:01:20 AM
29674,2014,4,16384,DT,74,DAL,NO,Knee,Out,,,11/5/2014 10:01:20 AM
29939,2014,4,11270,WR,88,DAL,NO,Shoulder,Probable,Limited,Limited Participation in Practice,11/5/2014 10:01:20 AM
29940,2014,4,15082,TE,89,DAL,NO,Knee,Probable,Full,Full Participation in Practice,11/5/2014 10:01:20 AM
29941,2014,4,13319,DT,97,DAL,NO,Concussion,Questionable,Limited,Limited Participation in Practice,11/5/2014 10:01:20 AM
29942,2014,4,11357,DT,69,DAL,NO,Hamstring,Questionable,Limited,Limited Participation in Practice,11/5/2014 10:01:20 AM
29943,2014,4,3867,QB,9,DAL,NO,Back,Probable,Full,Full Participation in Practice,11/5/2014 10:01:20 AM
31057,2014,4,13112,OLB,54,DAL,NO,Quadriceps,,,,11/5/2014 10:01:20 AM
29680,2014,4,15029,OLB,55,DEN,,Knee,Out,,,11/5/2014 10:01:20 AM
29683,2014,4,14057,OLB,59,DEN,,Knee,Out,,,11/5/2014 10:01:20 AM
29684,2014,4,549,K,5,DEN,,Suspension,Out,,,11/5/2014 10:01:20 AM
29687,2014,4,11154,SS,26,DET,NYJ,Hamstring,Doubtful,None,Did Not Participate In Practice,11/5/2014 10:01:20 AM
29689,2014,4,6310,SS,32,DET,NYJ,Neck,Probable,Full,Full Participation in Practice,11/5/2014 10:01:20 AM
29691,2014,4,14215,ILB,50,DET,NYJ,Quadriceps,Out,Out,Out (Definitely Will Not Play),11/5/2014 10:01:20 AM
29692,2014,4,6295,FB,34,DET,NYJ,Hamstring,Questionable,Full,Full Participation in Practice,11/5/2014 10:01:20 AM
29944,2014,4,15122,DE,94,DET,NYJ,Knee,Probable,Full,Full Participation in Practice,11/5/2014 10:01:20 AM
29945,2014,4,12323,RB,35,DET,NYJ,Knee,Probable,Full,Full Participation in Practice,11/5/2014 10:01:20 AM
29946,2014,4,13214,DT,98,DET,NYJ,Biceps,Probable,Limited,Limited Participation in Practice,11/5/2014 10:01:20 AM
29947,2014,4,12626,DE,93,DET,NYJ,Groin,Probable,Full,Full Participation in Practice,11/5/2014 10:01:20 AM
29917,2014,4,6029,WR,81,DET,NYJ,Ankle,Questionable,None,Did Not Participate In Practice,11/5/2014 10:01:20 AM
30022,2014,4,15336,TE,80,DET,NYJ,Ankle,Out,Out,Out (Definitely Will Not Play),11/5/2014 10:01:20 AM
30047,2014,4,15126,RB,25,DET,NYJ,Hamstring,Probable,Limited,Limited Participation in Practice,11/5/2014 10:01:20 AM
30048,2014,4,15339,OT,66,DET,NYJ,Calf,Doubtful,,,11/5/2014 10:01:20 AM
30049,2014,4,11385,OT,75,GB,CHI,Knee,Probable,,,11/5/2014 10:01:20 AM
29948,2014,4,14275,WR,11,GB,CHI,Knee; groin,Questionable,None,Did Not Participate In Practice,11/5/2014 10:01:20 AM
29949,2014,4,14294,OLB,53,GB,CHI,Wrist,Probable,Limited,Limited Participation in Practice,11/5/2014 10:01:20 AM
29696,2014,4,13236,CB,31,GB,CHI,Knee,Probable,Full,Full Participation in Practice,11/5/2014 10:01:20 AM
29698,2014,4,9049,ILB,59,GB,CHI,Quadriceps,Questionable,Limited,Limited Participation in Practice,11/5/2014 10:01:20 AM
29699,2014,4,9051,OLB,52,GB,CHI,Groin,Probable,Limited,Limited Participation in Practice,11/5/2014 10:01:20 AM
29700,2014,4,16194,OLB,90,HOU,BUF,Knee,Out,Out,Out (Definitely Will Not Play),11/5/2014 10:01:20 AM
29703,2014,4,11792,RB,23,HOU,BUF,Hamstring,Questionable,Limited,Limited Participation in Practice,11/5/2014 10:01:20 AM
29710,2014,4,12943,FS,31,HOU,BUF,Calf,Out,Out,Out (Definitely Will Not Play),11/5/2014 10:01:20 AM
29950,2014,4,13962,DE,93,HOU,BUF,Neck,Probable,Full,Full Participation in Practice,11/5/2014 10:01:20 AM
29951,2014,4,11105,CB,25,HOU,BUF,Thigh,Probable,Full,Full Participation in Practice,11/5/2014 10:01:20 AM
29952,2014,4,9965,DE,96,HOU,BUF,Groin,Probable,Full,Full Participation in Practice,11/5/2014 10:01:20 AM
29953,2014,4,2429,WR,80,HOU,BUF,Ankle,Probable,Full,Full Participation in Practice,11/5/2014 10:01:20 AM
29954,2014,4,4490,CB,24,HOU,BUF,Foot; neck; knee,Probable,Full,Full Participation in Practice,11/5/2014 10:01:20 AM
29955,2014,4,14824,SS,35,HOU,BUF,Ankle,Out,Out,Out (Definitely Will Not Play),11/5/2014 10:01:20 AM
29956,2014,4,14989,SS,36,HOU,BUF,Elbow; hip,Probable,Limited,Limited Participation in Practice,11/5/2014 10:01:20 AM
30027,2014,4,15478,CB,34,HOU,BUF,Groin,Questionable,None,Did Not Participate In Practice,11/5/2014 10:01:20 AM
31060,2014,4,15373,CB,26,HOU,BUF,Leg,Questionable,,,11/5/2014 10:01:20 AM
30050,2014,4,13969,G,60,HOU,BUF,Knee,Probable,,,11/5/2014 10:01:20 AM
30051,2014,4,7606,P,9,HOU,BUF,Left hip,Questionable,,,11/5/2014 10:01:20 AM
30052,2014,4,558,OT,78,IND,TEN,Not injury related,Probable,,,11/5/2014 10:01:20 AM
30053,2014,4,12204,G,76,IND,TEN,Ankle,Probable,,,11/5/2014 10:01:20 AM
30054,2014,4,15008,G,69,IND,TEN,Ankle,Doubtful,,,11/5/2014 10:01:20 AM
31061,2014,4,12901,ILB,55,IND,TEN,Knee,,,,11/5/2014 10:01:20 AM
30028,2014,4,12424,OLB,93,IND,TEN,Knee,Probable,Full,Full Participation in Practice,11/5/2014 10:01:20 AM
29957,2014,4,12491,S,32,IND,TEN,Groin,Questionable,None,Did Not Participate In Practice,11/5/2014 10:01:20 AM
29958,2014,4,2220,RB,44,IND,TEN,Not injury related,Probable,Full,Full Participation in Practice,11/5/2014 10:01:20 AM
29959,2014,4,9704,CB,20,IND,TEN,Neck,Probable,Full,Full Participation in Practice,11/5/2014 10:01:20 AM
29960,2014,4,9664,CB,21,IND,TEN,Ankle,Probable,Full,Full Participation in Practice,11/5/2014 10:01:20 AM
29962,2014,4,2503,ILB,52,IND,TEN,Not injury related,Probable,Full,Full Participation in Practice,11/5/2014 10:01:20 AM
29963,2014,4,6259,FS,30,IND,TEN,Not injury related,Probable,Full,Full Participation in Practice,11/5/2014 10:01:20 AM
